0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"Census Tract 289.02, Philadelphia County, Pennsylvania",5112,16,275,321,53,241,575,10,183,286,627,183,58,42,101,028902,0.18356611893583724
"Census Tract 305.01, Philadelphia County, Pennsylvania",4108,0,83,208,51,290,97,9,134,374,682,184,302,42,101,030501,0.22883641674780916
"Census Tract 305.02, Philadelphia County, Pennsylvania",4903,0,120,305,50,380,101,20,54,339,854,213,353,42,101,030502,0.20026310422190494
"Census Tract 311.01, Philadelphia County, Pennsylvania",3752,0,166,153,42,356,75,54,75,252,455,153,188,42,101,031101,0.18913113006396592
"Census Tract 311.02, Philadelphia County, Pennsylvania",3185,0,76,224,68,126,90,10,168,130,680,158,48,42,101,031102,0.20262480376766093
"Census Tract 314.01, Philadelphia County, Pennsylvania",5480,0,617,217,22,422,144,14,62,259,549,431,454,42,101,031401,0.1846167883211679
"Census Tract 314.02, Philadelphia County, Pennsylvania",4485,14,266,372,84,178,112,37,128,211,508,597,280,42,101,031402,0.21591304347826087
"Census Tract 315.01, Philadelphia County, Pennsylvania",5294,0,192,308,80,581,205,93,126,195,827,245,106,42,101,031501,0.1798942198715527
"Census Tract 315.02, Philadelphia County, Pennsylvania",3431,0,135,194,34,144,130,20,71,54,530,292,146,42,101,031502,0.16083066161468962
"Census Tract 331.01, Philadelphia County, Pennsylvania",3826,0,69,348,0,206,94,8,129,93,700,152,64,42,101,033101,0.1562807109252483
"Census Tract 331.02, Philadelphia County, Pennsylvania",3043,0,176,161,45,99,47,29,94,163,470,78,103,42,101,033102,0.179158724942491
"Census Tract 337.01, Philadelphia County, Pennsylvania",5684,0,73,175,69,360,178,167,94,284,864,232,193,42,101,033701,0.17621393384940184
"Census Tract 337.02, Philadelphia County, Pennsylvania",4282,0,95,349,0,266,167,31,68,268,1009,245,95,42,101,033702,0.20312937879495566
"Census Tract 345.01, Philadelphia County, Pennsylvania",2993,0,108,69,25,198,164,8,76,98,391,107,40,42,101,034501,0.13911460073504844
"Census Tract 345.02, Philadelphia County, Pennsylvania",4230,0,251,124,72,184,329,15,143,189,855,143,117,42,101,034502,0.19389125295508272
"Census Tract 356.01, Philadelphia County, Pennsylvania",4819,0,102,99,62,300,137,97,94,319,775,141,102,42,101,035601,0.17761776302137375
"Census Tract 356.02, Philadelphia County, Pennsylvania",2990,18,114,142,117,169,110,31,115,175,489,225,77,42,101,035602,0.21989297658862877
"Census Tract 357.01, Philadelphia County, Pennsylvania",3995,0,75,371,35,329,255,29,75,159,660,166,126,42,101,035701,0.17891864831038798
"Census Tract 357.02, Philadelphia County, Pennsylvania",3305,0,228,206,66,148,251,40,79,254,458,105,123,42,101,035702,0.21294704992435703
"Census Tract 365.01, Philadelphia County, Pennsylvania",4251,0,212,174,73,257,368,85,170,165,466,281,185,42,101,036501,0.19938367442954597
"Census Tract 365.02, Philadelphia County, Pennsylvania",3478,0,136,70,73,164,173,72,100,199,792,80,91,42,101,036502,0.20752731454859116
"Census Tract 367, Philadelphia County, Pennsylvania",3046,19,91,253,143,132,65,104,200,414,618,269,79,42,101,036700,0.3410768220617203
"Census Tract 369, Philadelphia County, Pennsylvania",5724,0,6,119,6,186,0,5,45,156,1223,208,22,42,101,036900,0.11521313766596786
"Census Tract 388, Philadelphia County, Pennsylvania",3199,0,38,111,54,187,52,45,163,328,692,130,80,42,101,038800,0.24856517661769306
"Census Tract 389, Philadelphia County, Pennsylvania",2700,0,48,69,0,63,143,17,85,168,254,108,51,42,101,038900,0.14893333333333333
"Census Tract 390, Philadelphia County, Pennsylvania",5921,0,298,297,113,220,156,23,235,199,1051,143,140,42,101,039000,0.17100996453301806
"Census Tract 372, Philadelphia County, Pennsylvania",3887,0,142,217,105,268,164,15,136,246,418,164,138,42,101,037200,0.19083612040133782
"Census Tract 373, Philadelphia County, Pennsylvania",4923,0,264,159,20,83,139,31,270,336,808,356,156,42,101,037300,0.21259597806215724
"Census Tract 375, Philadelphia County, Pennsylvania",3105,0,35,77,17,65,80,49,96,200,642,76,61,42,101,037500,0.1823317230273752
"Census Tract 376, Philadelphia County, Pennsylvania",2949,0,7,51,11,148,19,135,164,266,558,189,101,42,101,037600,0.2525059342149881
"Census Tract 377, Philadelphia County, Pennsylvania",4736,0,50,86,0,247,49,70,32,385,564,176,59,42,101,037700,0.14843327702702702
"Census Tract 378, Philadelphia County, Pennsylvania",2168,0,99,145,35,149,32,29,52,257,204,173,56,42,101,037800,0.23046125461254613
"Census Tract 379, Philadelphia County, Pennsylvania",4343,0,160,268,97,124,275,80,177,227,545,253,168,42,101,037900,0.20583467649090492
"Census Tract 380, Philadelphia County, Pennsylvania",1659,0,78,84,30,92,87,9,42,110,139,63,63,42,101,038000,0.1758710066305003
"Census Tract 381, Philadelphia County, Pennsylvania",656,0,8,37,13,39,10,6,0,32,88,26,13,42,101,038100,0.14251524390243903
"Census Tract 382, Philadelphia County, Pennsylvania",2001,0,91,75,5,114,112,0,92,74,304,83,35,42,101,038200,0.16693153423288354
"Census Tract 383, Philadelphia County, Pennsylvania",2582,0,43,58,9,149,82,0,50,40,330,47,61,42,101,038300,0.10481409759876065
"Census Tract 384, Philadelphia County, Pennsylvania",2016,0,69,49,36,106,79,21,59,149,311,61,103,42,101,038400,0.20141865079365076
"Census Tract 385, Philadelphia County, Pennsylvania",1552,0,6,33,2,19,48,29,88,256,193,66,35,42,101,038500,0.2619136597938144
"Census Tract 386, Philadelphia County, Pennsylvania",1171,4,20,14,5,25,11,27,121,149,189,21,13,42,101,038600,0.268599487617421
"Census Tract 86.01, Philadelphia County, Pennsylvania",2820,0,8,7,0,297,38,52,129,147,789,227,204,42,101,008601,0.24668439716312057
"Census Tract 86.02, Philadelphia County, Pennsylvania",2122,6,32,58,14,125,82,35,49,206,351,190,62,42,101,008602,0.22457115928369462
"Census Tract 87.01, Philadelphia County, Pennsylvania",3544,0,43,230,15,294,102,16,114,282,1186,185,45,42,101,008701,0.24900395033860045
"Census Tract 87.02, Philadelphia County, Pennsylvania",2333,10,45,30,0,37,53,45,35,167,883,65,29,42,101,008702,0.22320617231033005
"Census Tract 387, Philadelphia County, Pennsylvania",2426,0,20,67,5,99,19,22,100,161,466,233,42,42,101,038700,0.20136026380873867
"Census Tract 241, Philadelphia County, Pennsylvania",1263,0,0,10,0,0,10,5,36,23,195,36,23,42,101,024100,0.10494853523357087
"Census Tract 248, Philadelphia County, Pennsylvania",1685,0,18,39,29,172,123,22,60,63,236,106,7,42,101,024800,0.17382789317507416
"Census Tract 64, Philadelphia County, Pennsylvania",2941,0,33,48,0,149,187,13,161,99,466,196,134,42,101,006400,0.183488609316559
"Census Tract 65, Philadelphia County, Pennsylvania",3539,0,110,27,15,143,163,0,128,278,463,136,31,42,101,006500,0.16927945747386267
"Census Tract 66, Philadelphia County, Pennsylvania",2448,0,25,49,63,109,83,0,44,52,360,117,44,42,101,006600,0.12935866013071895
"Census Tract 91, Philadelphia County, Pennsylvania",3001,0,0,56,9,45,44,45,97,111,482,131,60,42,101,009100,0.1454148617127624
"Census Tract 103, Philadelphia County, Pennsylvania",1693,18,0,0,17,66,119,23,37,21,314,94,95,42,101,010300,0.15705847607796808
"Census Tract 105, Philadelphia County, Pennsylvania",3379,0,31,46,0,88,138,0,44,141,337,145,54,42,101,010500,0.10919798757028705
"Census Tract 3, Philadelphia County, Pennsylvania",3185,9,0,147,11,46,8,25,244,693,700,66,50,42,101,000300,0.33140973312401883
"Census Tract 5, Philadelphia County, Pennsylvania",2437,0,9,45,10,86,24,60,70,168,272,55,8,42,101,000500,0.15024210094378335
"Census Tract 24, Philadelphia County, Pennsylvania",4239,39,73,327,48,140,47,63,233,627,769,494,73,42,101,002400,0.30201226704411416
"Census Tract 37.01, Philadelphia County, Pennsylvania",4608,0,47,145,15,88,167,32,314,296,557,148,83,42,101,003701,0.18189453125000002
"Census Tract 287, Philadelphia County, Pennsylvania",1903,0,15,110,9,170,62,11,88,76,206,79,77,42,101,028700,0.16856016815554387
"Census Tract 291, Philadelphia County, Pennsylvania",3694,0,285,278,10,126,32,64,61,193,324,230,231,42,101,029100,0.17711965349214942
"Census Tract 326, Philadelphia County, Pennsylvania",5335,0,206,354,42,134,105,31,166,171,765,270,136,42,101,032600,0.15591565135895033
"Census Tract 344, Philadelphia County, Pennsylvania",6267,12,70,182,43,283,200,99,268,392,1108,282,174,42,101,034400,0.19690441997766076
"Census Tract 347.01, Philadelphia County, Pennsylvania",5588,0,96,243,141,342,358,28,283,271,869,384,125,42,101,034701,0.20471546170365068
"Census Tract 352, Philadelphia County, Pennsylvania",3706,28,152,163,89,171,95,22,117,302,608,240,69,42,101,035200,0.21227738801942797
"Census Tract 358, Philadelphia County, Pennsylvania",5664,0,241,355,84,460,92,17,93,289,1105,119,100,42,101,035800,0.17177966101694916
"Census Tract 263.02, Philadelphia County, Pennsylvania",4258,18,0,145,68,279,101,0,105,39,826,306,148,42,101,026302,0.15060826679192107
"Census Tract 264, Philadelphia County, Pennsylvania",4775,0,0,18,0,203,154,151,227,154,715,303,148,42,101,026400,0.17490890052356023
"Census Tract 271, Philadelphia County, Pennsylvania",2350,0,33,133,35,80,62,15,51,22,415,106,57,42,101,027100,0.1381276595744681
"Census Tract 278, Philadelphia County, Pennsylvania",3649,0,46,73,0,419,75,0,53,136,659,155,78,42,101,027800,0.14374349136749795
"Census Tract 282, Philadelphia County, Pennsylvania",3971,0,62,23,101,304,74,0,360,168,710,70,66,42,101,028200,0.20038781163434904
"Census Tract 288, Philadelphia County, Pennsylvania",3339,0,182,113,39,141,96,17,14,102,366,107,65,42,101,028800,0.11734052111410602
"Census Tract 298, Philadelphia County, Pennsylvania",3456,0,183,202,27,99,89,25,135,180,510,147,68,42,101,029800,0.17797164351851855
"Census Tract 309, Philadelphia County, Pennsylvania",3211,0,324,188,109,320,159,22,49,224,321,231,197,42,101,030900,0.22284957957022736
"Census Tract 320, Philadelphia County, Pennsylvania",5325,0,219,200,63,465,283,7,313,181,636,333,217,42,101,032000,0.18928826291079812
"Census Tract 342, Philadelphia County, Pennsylvania",2916,0,31,83,28,41,55,40,134,91,607,121,49,42,101,034200,0.17079561042524005
"Census Tract 15, Philadelphia County, Pennsylvania",2767,10,25,71,44,134,10,74,147,437,722,249,165,42,101,001500,0.3399891579327792
"Census Tract 29, Philadelphia County, Pennsylvania",3514,12,85,53,25,392,86,29,93,288,537,428,103,42,101,002900,0.21939669891861127
"Census Tract 37.02, Philadelphia County, Pennsylvania",3053,16,36,138,13,258,136,25,169,104,341,154,135,42,101,003702,0.1776056338028169
"Census Tract 140, Philadelphia County, Pennsylvania",2793,6,58,102,0,123,44,20,38,176,479,183,128,42,101,014000,0.17776942355889724
"Census Tract 141, Philadelphia County, Pennsylvania",2358,10,62,54,50,80,41,0,71,130,352,126,10,42,101,014100,0.15952926208651397
"Census Tract 144, Philadelphia County, Pennsylvania",3305,0,117,229,53,164,61,47,143,428,509,424,116,42,101,014400,0.2878487140695915
"Census Tract 152, Philadelphia County, Pennsylvania",3429,0,14,87,0,235,144,0,0,275,312,222,73,42,101,015200,0.1441848935549723
"Census Tract 153, Philadelphia County, Pennsylvania",3577,7,16,29,21,252,68,41,72,117,420,505,117,42,101,015300,0.16143695834498184
"Census Tract 157, Philadelphia County, Pennsylvania",2348,26,106,54,18,224,154,24,41,211,330,165,107,42,101,015700,0.2194804088586031
"Census Tract 160, Philadelphia County, Pennsylvania",5947,0,161,222,178,267,133,116,298,516,1082,404,302,42,101,016000,0.2574575416176223
"Census Tract 168, Philadelphia County, Pennsylvania",2703,0,106,61,0,40,121,0,70,48,345,68,25,42,101,016800,0.10676285608583055
"Census Tract 202, Philadelphia County, Pennsylvania",3552,0,0,73,18,105,128,0,100,44,518,66,64,42,101,020200,0.10634572072072072
"Census Tract 203, Philadelphia County, Pennsylvania",2154,0,56,93,0,168,71,0,59,107,320,56,52,42,101,020300,0.15470287836583102
"Census Tract 208, Philadelphia County, Pennsylvania",2118,0,13,64,15,48,89,16,73,202,434,75,16,42,101,020800,0.20613314447592068
"Census Tract 329, Philadelphia County, Pennsylvania",3107,0,252,312,40,283,83,12,44,114,241,147,13,42,101,032900,0.1445735436112005
"Census Tract 348.02, Philadelphia County, Pennsylvania",4170,0,213,218,0,267,251,59,202,147,772,92,195,42,101,034802,0.1983621103117506
"Census Tract 348.03, Philadelphia County, Pennsylvania",3525,0,175,41,22,260,100,39,221,188,532,74,106,42,101,034803,0.19334751773049647
"Census Tract 240, Philadelphia County, Pennsylvania",2981,0,109,73,9,104,73,11,87,235,744,58,24,42,101,024000,0.19555182824555517
"Census Tract 281, Philadelphia County, Pennsylvania",3647,57,0,164,10,159,183,0,37,219,659,339,99,42,101,028100,0.17811077598025776
"Census Tract 283, Philadelphia County, Pennsylvania",5022,0,112,141,4,115,301,0,81,192,875,275,107,42,101,028300,0.14624651533253685
"Census Tract 308, Philadelphia County, Pennsylvania",4072,26,184,106,71,321,245,68,85,205,778,244,120,42,101,030800,0.2024975442043222
"Census Tract 310, Philadelphia County, Pennsylvania",5974,0,103,291,89,724,126,55,209,370,937,248,228,42,101,031000,0.20104954804151326
"Census Tract 333, Philadelphia County, Pennsylvania",3672,0,120,97,13,89,34,33,74,76,675,84,71,42,101,033300,0.12752450980392158
"Census Tract 336, Philadelphia County, Pennsylvania",5717,0,227,110,53,525,352,17,159,344,1061,140,383,42,101,033600,0.20330243134511106
"Census Tract 363.03, Philadelphia County, Pennsylvania",5258,0,188,217,14,466,195,28,287,363,836,368,63,42,101,036303,0.21156713579307723
"Census Tract 366, Philadelphia County, Pennsylvania",2171,11,32,148,44,154,20,76,238,311,379,140,41,42,101,036600,0.3436526946107784
"Census Tract 299, Philadelphia County, Pennsylvania",3031,0,20,99,0,210,166,28,135,123,313,177,27,42,101,029900,0.15424612339161992
"Census Tract 277, Philadelphia County, Pennsylvania",3836,0,14,76,79,195,172,25,40,287,443,107,61,42,101,027700,0.15368091762252345
"Census Tract 207, Philadelphia County, Pennsylvania",4931,0,18,216,60,227,47,198,311,635,1258,235,103,42,101,020700,0.3046542283512472
"Census Tract 209, Philadelphia County, Pennsylvania",2426,0,87,75,58,209,58,64,150,440,527,189,112,42,101,020900,0.3619785655399835
"Census Tract 184, Philadelphia County, Pennsylvania",1765,1,91,107,42,177,44,17,27,80,266,103,20,42,101,018400,0.17709915014164304
"Census Tract 198, Philadelphia County, Pennsylvania",4713,0,170,162,84,355,168,27,99,85,559,259,191,42,101,019800,0.14475281137279863
"Census Tract 212, Philadelphia County, Pennsylvania",2081,0,81,130,21,161,43,13,85,141,432,208,118,42,101,021200,0.24740028832292169
"Census Tract 213, Philadelphia County, Pennsylvania",3317,0,111,70,32,301,94,80,220,367,613,156,51,42,101,021300,0.2667169128730781
"Census Tract 217, Philadelphia County, Pennsylvania",5162,0,67,206,92,143,236,100,163,340,1102,153,127,42,101,021700,0.20703796977915537
"Census Tract 107, Philadelphia County, Pennsylvania",2551,3,33,39,28,17,52,17,75,75,527,45,6,42,101,010700,0.13549980399843198
"Census Tract 133, Philadelphia County, Pennsylvania",2915,0,92,91,55,92,56,64,154,452,679,174,41,42,101,013300,0.30490222984562604
"Census Tract 135, Philadelphia County, Pennsylvania",3545,0,90,80,27,72,54,79,200,499,858,404,92,42,101,013500,0.3095966149506347
"Census Tract 143, Philadelphia County, Pennsylvania",1674,0,44,81,28,57,32,57,91,288,343,189,23,42,101,014300,0.3383034647550776
"Census Tract 146, Philadelphia County, Pennsylvania",3960,56,69,38,0,159,61,49,99,118,468,369,30,42,101,014600,0.13429545454545452
"Census Tract 148, Philadelphia County, Pennsylvania",672,0,16,28,0,13,4,0,47,44,110,4,6,42,101,014800,0.1776785714285714
"Census Tract 149, Philadelphia County, Pennsylvania",2870,0,73,77,17,126,10,24,30,139,411,73,46,42,101,014900,0.13075261324041812
"Census Tract 113, Philadelphia County, Pennsylvania",2076,0,32,28,15,84,144,0,19,145,473,36,61,42,101,011300,0.17710500963391138
"Census Tract 114, Philadelphia County, Pennsylvania",5125,0,30,123,0,169,274,225,59,145,1090,134,151,42,101,011400,0.16815024390243902
"Census Tract 117, Philadelphia County, Pennsylvania",1935,0,8,63,4,111,29,9,38,77,217,122,34,42,101,011700,0.1304031007751938
"Census Tract 131, Philadelphia County, Pennsylvania",1300,0,30,14,22,55,16,12,56,181,138,79,41,42,101,013100,0.23820000000000002
"Census Tract 138, Philadelphia County, Pennsylvania",1604,0,52,4,0,76,45,19,49,90,243,115,57,42,101,013800,0.17754987531172067
"Census Tract 162, Philadelphia County, Pennsylvania",1888,0,40,42,29,115,60,18,40,17,167,159,83,42,101,016200,0.1323093220338983
"Census Tract 179, Philadelphia County, Pennsylvania",4946,0,282,137,63,219,188,32,79,223,615,93,30,42,101,017900,0.13545693489688637
"Census Tract 183, Philadelphia County, Pennsylvania",3394,0,132,141,166,172,191,19,88,280,525,125,73,42,101,018300,0.21612551561579257
"Census Tract 190, Philadelphia County, Pennsylvania",5270,0,121,279,29,466,466,0,179,320,751,189,277,42,101,019000,0.19786148007590132
"Census Tract 206, Philadelphia County, Pennsylvania",1379,0,20,31,26,60,29,18,73,88,278,63,22,42,101,020600,0.2094561276287165
"Census Tract 215, Philadelphia County, Pennsylvania",3517,0,122,206,51,262,162,47,265,433,743,219,86,42,101,021500,0.3042849019050327
"Census Tract 216, Philadelphia County, Pennsylvania",2044,4,38,81,34,115,115,21,180,212,304,82,100,42,101,021600,0.27403620352250496
"Census Tract 220, Philadelphia County, Pennsylvania",1358,0,19,31,10,52,65,0,38,38,201,5,25,42,101,022000,0.12270986745213548
"Census Tract 2, Philadelphia County, Pennsylvania",2332,0,59,231,96,77,60,59,39,127,295,358,95,42,101,000200,0.23425385934819895
"Census Tract 6, Philadelphia County, Pennsylvania",1095,0,0,29,5,35,0,5,99,126,377,54,20,42,101,000600,0.3027945205479452
"Census Tract 22, Philadelphia County, Pennsylvania",1893,0,40,65,13,155,19,42,88,263,432,119,59,42,101,002200,0.29169043845747494
"Census Tract 23, Philadelphia County, Pennsylvania",2444,10,47,126,17,93,65,34,135,294,387,282,112,42,101,002300,0.2796153846153846
"Census Tract 41.01, Philadelphia County, Pennsylvania",4464,24,189,308,101,215,50,49,131,205,301,290,181,42,101,004101,0.16822580645161292
"Census Tract 42.02, Philadelphia County, Pennsylvania",4562,0,130,166,101,294,96,61,181,179,448,483,185,42,101,004202,0.188031565103025
"Census Tract 55, Philadelphia County, Pennsylvania",5350,0,20,108,40,430,469,0,214,452,902,258,143,42,101,005500,0.21142429906542054
"Census Tract 69, Philadelphia County, Pennsylvania",2088,0,29,102,25,112,77,7,0,182,195,79,17,42,101,006900,0.14935823754789274
"Census Tract 77, Philadelphia County, Pennsylvania",1831,0,16,13,5,76,46,11,19,135,507,124,4,42,101,007700,0.1913817586018569
"Census Tract 110, Philadelphia County, Pennsylvania",2723,0,28,31,13,104,77,20,82,88,397,98,54,42,101,011000,0.1347153874403232
"Census Tract 9800, Philadelphia County, Pennsylvania",647,0,3,6,0,3,3,2,4,14,48,10,5,42,101,980000,0.05890262751159196
"Census Tract 9801, Philadelphia County, Pennsylvania",20,0,0,6,0,0,0,0,0,0,0,4,0,42,101,980100,0.128
"Census Tract 9802, Philadelphia County, Pennsylvania",471,0,0,5,5,6,3,0,4,0,39,8,7,42,101,980200,0.053503184713375805
"Census Tract 9803, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,980300,
"Census Tract 9804, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,980400,
"Census Tract 9805, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,980500,
"Census Tract 9806, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,980600,
"Census Tract 9807, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,980700,
"Census Tract 9808, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,980800,
"Census Tract 9809, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,980900,
"Census Tract 9891, Philadelphia County, Pennsylvania",2107,0,0,0,0,0,0,0,0,0,0,0,0,42,101,989100,0.0
"Census Tract 112, Philadelphia County, Pennsylvania",4116,0,0,0,27,335,0,35,144,194,682,123,82,42,101,011200,0.1523639455782313
"Census Tract 41.02, Philadelphia County, Pennsylvania",6604,0,210,500,189,489,55,78,98,402,343,695,260,42,101,004102,0.1823561477892187
"Census Tract 158, Philadelphia County, Pennsylvania",5819,55,164,233,56,218,214,151,365,908,985,462,162,42,101,015800,0.3101529472417941
"Census Tract 164, Philadelphia County, Pennsylvania",3825,0,162,8,18,190,24,30,0,116,399,157,169,42,101,016400,0.11114248366013071
"Census Tract 169.02, Philadelphia County, Pennsylvania",3375,0,0,69,60,141,226,15,18,123,566,57,0,42,101,016902,0.12426962962962963
"Census Tract 21, Philadelphia County, Pennsylvania",2071,11,25,48,55,106,137,40,131,181,270,138,90,42,101,002100,0.25084500241429264
"Census Tract 171, Philadelphia County, Pennsylvania",3181,43,84,41,0,129,171,87,77,156,584,212,19,42,101,017100,0.18033322854448286
"Census Tract 7, Philadelphia County, Pennsylvania",3681,0,19,119,15,90,19,109,215,517,975,210,56,42,101,000700,0.29607171964140183
"Census Tract 18, Philadelphia County, Pennsylvania",2788,0,67,73,29,123,128,61,103,447,583,414,56,42,101,001800,0.3197309899569584
"Census Tract 257, Philadelphia County, Pennsylvania",3414,0,76,78,27,136,160,68,186,333,809,152,26,42,101,025700,0.24964264792032806
"Census Tract 211, Philadelphia County, Pennsylvania",2198,8,46,98,48,77,82,59,131,254,565,48,28,42,101,021100,0.2836032757051865
"Census Tract 261, Philadelphia County, Pennsylvania",2702,0,0,64,23,141,92,18,151,60,437,68,72,42,101,026100,0.1556920799407846
"Census Tract 272, Philadelphia County, Pennsylvania",3827,0,112,219,27,300,217,21,135,133,689,107,126,42,101,027200,0.17830676770316176
"Census Tract 275, Philadelphia County, Pennsylvania",3683,0,40,125,47,205,140,18,202,304,645,146,141,42,101,027500,0.22294053760521315
"Census Tract 280, Philadelphia County, Pennsylvania",3415,0,54,41,29,185,115,31,0,55,453,122,2,42,101,028000,0.09457393850658859
"Census Tract 294, Philadelphia County, Pennsylvania",2502,0,101,31,27,221,40,0,48,61,207,104,178,42,101,029400,0.13237010391686652
"Census Tract 300, Philadelphia County, Pennsylvania",4868,0,73,173,0,221,168,36,65,327,686,54,74,42,101,030000,0.1447391125718981
"Census Tract 285, Philadelphia County, Pennsylvania",1912,0,52,105,0,80,83,0,67,43,252,92,59,42,101,028500,0.14308577405857742
"Census Tract 293, Philadelphia County, Pennsylvania",2041,0,84,127,33,68,102,10,19,36,315,63,27,42,101,029300,0.13008329250367467
"Census Tract 302, Philadelphia County, Pennsylvania",6906,48,112,247,209,510,292,120,154,443,1203,163,185,42,101,030200,0.19695047784535188
"Census Tract 306, Philadelphia County, Pennsylvania",5988,0,144,271,197,468,217,14,346,297,992,167,226,42,101,030600,0.2085571142284569
"Census Tract 323, Philadelphia County, Pennsylvania",2821,18,134,167,102,179,119,0,31,176,475,156,64,42,101,032300,0.1934810350939383
"Census Tract 316, Philadelphia County, Pennsylvania",4578,144,175,173,170,296,75,58,145,297,625,540,38,42,101,031600,0.21558759283529927
"Census Tract 317, Philadelphia County, Pennsylvania",4671,0,182,86,38,540,260,0,54,341,740,274,161,42,101,031700,0.1894776279169343
"Census Tract 318, Philadelphia County, Pennsylvania",3291,0,32,234,40,269,77,38,8,366,478,65,199,42,101,031800,0.21331814038286237
"Census Tract 334, Philadelphia County, Pennsylvania",4514,0,166,152,54,284,153,21,70,207,580,307,186,42,101,033400,0.16420912715994684
"Census Tract 339, Philadelphia County, Pennsylvania",2554,0,50,140,34,199,49,0,99,116,423,147,68,42,101,033900,0.18149569303054033
"Census Tract 361, Philadelphia County, Pennsylvania",3115,0,49,206,21,270,94,0,126,261,355,152,57,42,101,036100,0.1935024077046549
"Census Tract 335, Philadelphia County, Pennsylvania",3270,0,99,231,75,232,155,8,106,303,284,237,73,42,101,033500,0.2103608562691132
"Census Tract 341, Philadelphia County, Pennsylvania",4687,0,184,183,92,264,155,53,110,326,698,341,53,42,101,034100,0.1939129507147429
"Census Tract 351, Philadelphia County, Pennsylvania",3969,0,0,67,0,164,146,54,222,110,505,107,140,42,101,035100,0.15195515243134292
"Census Tract 353.01, Philadelphia County, Pennsylvania",4555,0,294,230,117,289,244,12,185,272,720,238,104,42,101,035301,0.20930406147091107
"Census Tract 360, Philadelphia County, Pennsylvania",2876,0,36,107,33,88,124,42,140,54,473,138,16,42,101,036000,0.15803198887343534
"Census Tract 199, Philadelphia County, Pennsylvania",3073,0,157,90,0,102,0,16,60,101,250,212,71,42,101,019900,0.12094370322160755
"Census Tract 204, Philadelphia County, Pennsylvania",2387,2,0,110,47,134,6,0,0,134,330,85,30,42,101,020400,0.13135735232509427
"Census Tract 237, Philadelphia County, Pennsylvania",4233,0,0,196,94,80,52,74,192,539,807,154,124,42,101,023700,0.25612095440585875
"Census Tract 20, Philadelphia County, Pennsylvania",1672,0,47,20,13,102,93,87,76,91,313,83,151,42,101,002000,0.25525119617224884
"Census Tract 39.01, Philadelphia County, Pennsylvania",5698,41,138,226,90,261,403,48,275,467,595,522,325,42,101,003901,0.23339066339066342
"Census Tract 50, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,005000,
"Census Tract 54, Philadelphia County, Pennsylvania",1367,0,34,70,19,47,120,0,97,59,209,79,73,42,101,005400,0.21884418434528166
"Census Tract 60, Philadelphia County, Pennsylvania",5125,0,0,240,100,161,197,11,192,148,783,285,280,42,101,006000,0.17074341463414633
"Census Tract 111, Philadelphia County, Pennsylvania",2543,0,30,63,8,82,192,23,91,180,397,36,59,42,101,011100,0.17925678332677938
"Census Tract 82, Philadelphia County, Pennsylvania",4982,0,8,184,27,247,124,0,73,296,689,255,129,42,101,008200,0.14955841027699718
"Census Tract 83.01, Philadelphia County, Pennsylvania",3932,0,20,11,16,150,142,82,38,84,636,203,52,42,101,008301,0.1253026449643947
